Time,Bronx,Brooklyn,Manhattan,Queens,Staten Island
01-05-2019,0.9686446181054567,0.9655579593438709,0.9925528461566089,0.9593674917284969,0.9621584895196421
01-06-2019,0.9705049640650398,0.9662422932740006,0.9915898450819055,0.9604589567054932,0.9641923038995865
01-07-2019,0.9743203777168413,0.9642099539377876,0.9917254506220052,0.9614599888703158,0.9642923399199788
01-08-2019,0.9760992191647737,0.9621351767205923,0.9909151377870143,0.9625391781613495,0.9650415559177457
01-09-2019,0.9753293831440529,0.9648985317285314,0.9918098386180093,0.9615103514684279,0.9640533232403858
01-10-2019,0.9786973557036296,0.9690865441917879,0.9898180457190208,0.9608937623186143,0.964356193711692
01-11-2019,0.9763223358792711,0.9698212669536661,0.9911712747661513,0.95781979237742,0.9640339950712128
01-12-2019,0.9708607860833837,0.9686733819720574,0.9896459586714055,0.9595633960845824,0.9630174645408682
01-01-2020,0.9687394613070559,0.9693925636848066,0.9935288071598077,0.9611852152289653,0.9635595494003013
01-02-2020,0.9681186098469488,0.9702456897911197,0.9919411607763733,0.9619844871281994,0.9624719740750852
01-03-2020,0.968195116659559,0.9707031444502822,0.9908768553787842,0.961363379059602,0.9643752393817481
01-04-2020,0.9690223245577961,0.9706445003916037,0.991709254403905,0.9593816539961044,0.9673329472806382
01-05-2020,0.9744245946320703,0.968121352019481,0.9917843255998563,0.9631024815361082,0.9664791427107969
01-06-2020,0.9643670725314833,0.9725316660423846,0.993304801656205,0.9650927866999851,0.9647398228541493
01-07-2020,0.9636814946883182,0.9729370315542246,0.9906589546681034,0.9617531192546702,0.9635640660296464
01-08-2020,0.9579125283139484,0.9752451124873095,0.9900361740678191,0.9588205481185398,0.9648139516151532
01-09-2020,0.9649464067786557,0.9704988182740724,0.9922121655648007,0.9593405796911206,0.9659789426992251
01-10-2020,0.9712440639034096,0.9695849791445603,0.9919789551201632,0.9629032114527545,0.9669317179093274
01-11-2020,0.9680950222956275,0.9647839687054978,0.9903704077563733,0.9630440520572996,0.9683895751062567
01-12-2020,0.9640600719406569,0.9640679046787596,0.9923420673521612,0.9631827401841108,0.9675427930188749
01-01-2021,0.9770124609768817,0.9639478642469627,0.9965019287839273,0.9627912911025607,0.9683262431434829
01-02-2021,0.9804054459848875,0.9646813704969706,0.9984079649430668,0.9630064352606087,0.9670110824456898
01-03-2021,0.9791252637641851,0.9647215874369595,0.9943204658549784,0.9620589083772022,0.9668086330682792
01-04-2021,0.9758893476714867,0.965683477121507,0.9949131962273238,0.9629260791787799,0.9653827538988491
01-05-2021,0.9717111892020226,0.9653990134716419,0.9927035665015671,0.9634708343208888,0.9665593606115355
01-06-2021,0.975261689521711,0.9670649792058011,0.9929049581493916,0.9678007440775916,0.9695852017890924
01-07-2021,0.9771943211157486,0.9710086753252914,0.9922481099018016,0.9716210113189782,0.974258000010371
01-08-2021,0.982907743655897,0.9752639683696414,0.992857136378651,0.9743721969110067,0.978750301950756
01-09-2021,0.9772148845632345,0.9777816670537117,0.9929690358488701,0.9755358408442173,0.9806303923696953
01-10-2021,0.9833321202242231,0.9777267819912214,0.9948931876502172,0.9725794527545822,0.9828138520286421
01-11-2021,0.9812614372693225,0.9772279728303565,0.9944571030214023,0.9711954919293321,0.9822524940139243
01-12-2021,0.98524634562326,0.9759733197699192,0.9957298721943487,0.9724334186531651,0.9829623449149031
01-01-2022,0.9818111470469981,0.9737893681709169,0.9952521416844825,0.9742526786040754,0.9811573184553501
01-02-2022,0.9786053204511873,0.9755197622212126,0.9955977574038531,0.9746980568783561,0.9796247787422879
01-03-2022,0.9734214409077624,0.9762886145156454,0.9950785021043586,0.9731774024340302,0.9791079952131886
01-04-2022,0.9701873840707151,0.9764286830798671,0.9945588398166204,0.9727308890730958,0.9805835238835504
01-05-2022,0.9810118162843001,0.9754813725521008,0.9948058097292152,0.9759784598955155,0.9872967644729067
01-06-2022,0.9904332931396206,0.9783445825801348,0.9962452209463756,0.9802807839457709,0.9937635037657468
01-07-2022,0.9946954638250493,0.9812233499392018,0.9960770782999951,0.9809856314317067,0.9960360819063426
01-08-2022,0.9774821780790212,0.9784842598817454,0.9959919188021642,0.9809957580297758,0.9910256438502899
01-09-2022,0.9760171618837422,0.9792843901733935,0.9943439523615802,0.9782350773842947,0.9838397820433643
01-10-2022,0.9754047371375903,0.9764423353754497,0.995442924962453,0.9750809315783988,0.9773579675649186
01-11-2022,0.9666843501060873,0.9772692141353992,0.9955055024555233,0.9702072121147576,0.9744146522452165
01-12-2022,0.9659646111576045,0.9746372037138485,0.9956005839004292,0.9667254194361938,0.9710178107778251
01-01-2023,0.9747149399309862,0.9742508054496254,0.9954484502662928,0.9660609573820453,0.963961816847346
01-02-2023,0.97441540184845,0.9743388431693345,0.9952407818757394,0.9639788391619296,0.9588000895806466
01-03-2023,0.969456451308018,0.9734613404694792,0.9957399555416202,0.9628810761651818,0.955484986441576
01-04-2023,0.9626103048865833,0.9717483116665845,0.9953454272364577,0.9620437727085303,0.959221194626604
01-05-2023,0.9773723599903974,0.9726214352117155,0.9950890487019479,0.9626347931123099,0.9656594827184564
01-06-2023,0.9753675584367052,0.9758621177489728,0.9940862921447013,0.9653112139522046,0.9695283916595557
01-07-2023,0.9768126326052371,0.9769788456302149,0.9940348922616854,0.9669640151785687,0.9718755235563308
01-08-2023,0.9777418507926476,0.9765572958095645,0.9943994938763558,0.9714376114188072,0.9717253396694807
